"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"101"	96300147	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"102"	96300151	"I live with roommates."	"$700-$900"	"I don't spend any money on utilities."	"$500-$600"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"International"	""	""	"Master's degree"	"White"	"Cisgender man"
"103"	96300161	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$200-$300"	"Less than $100"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"104"	96300163	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$500-$600"	"$100-$200"	"Less than $100"	"$150-$200"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"105"	96300165	"I live alone."	"$1100-$1300"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"106"	96300166	"I live with roommates."	"$700-$900"	"I don't spend any money on utilities."	"$400-$500"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"107"	96300168	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$300-$400"	"$200-$300"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"108"	96300170	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$100-$150"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"109"	96300171	"I live with roommates."	"$700-$900"	"$100-$150"	"$600-$700"	"$300-$400"	"$200-$300"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"110"	96300172	"Other"	"More than $1300"	"More than $150"	"$800-$900"	"Less than $100"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"111"	96300173	"Other"	"$1100-$1300"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"Less than $50"	"No"	"No"	"Yes"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"112"	96300177	"I live with my spouse/partner."	"More than $1300"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"113"	96300179	"I live with my spouse/partner."	"More than $1300"	"$50-$100"	"$800-$900"	"Less than $100"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"114"	96300185	"I live alone."	"$700-$900"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"115"	96300191	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$500-$600"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"116"	96300192	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$600-$700"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"117"	96300194	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"118"	96300195	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$300-$400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Hispanic or Latino"	"Cisgender woman"
"119"	96300198	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$300-$400"	"$200-$300"	"I don't spend any money on health-related fees."	"$100-$150"	"Yes"	"Yes"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"120"	96300200	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"121"	96300204	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$300-$400"	"$100-$200"	"$100-$150"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"122"	96300211	"I live with roommates."	"More than $1300"	"$50-$100"	"$500-$600"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"123"	96300220	"I live with roommates."	"$900-$1100"	"Less than $50"	"$500-$600"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"124"	96300223	"I live with my spouse/partner."	"More than $1300"	"$100-$150"	"$600-$700"	"$200-$300"	"$100-$200"	"$100-$150"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"125"	96300225	"I live alone."	"More than $1300"	"More than $150"	"More than $1000"	"More than $400"	"$300-$400"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"126"	96300229	"I live alone."	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"127"	96300232	"I live with roommates."	"$500-$700"	"Less than $50"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	NA
"128"	96300233	"I live with roommates."	"$500-$700"	"I don't spend any money on utilities."	"$500-$600"	"I don't spend any money on transportation."	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender woman"
"129"	96300234	"I live alone."	"$1100-$1300"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"130"	96300236	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"131"	96300238	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"132"	96300239	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"133"	96300241	"Other"	"$900-$1100"	"More than $150"	"$400-$500"	"$300-$400"	"$100-$200"	"$150-$200"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Some secondary school education"	"Hispanic or Latino"	"Cisgender woman"
"134"	96300242	"I live with roommates."	"$700-$900"	"Less than $50"	"$500-$600"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"No"	"A few times a month"	"Once in a while"	"International"	""	""	"Some secondary school education"	"Asian"	"Cisgender woman"
"135"	96300244	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$200-$300"	"$300-$400"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Doctorate degree"	"Other BIPOC"	"Cisgender woman"
"136"	96300251	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$300-$400"	"$200-$300"	"$100-$200"	"More than $200"	"No"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Never"	"International"	""	""	"Some secondary school education"	"Asian"	"Cisgender man"
"137"	96300252	"I live alone."	"$900-$1100"	"More than $150"	"$300-$400"	"$300-$400"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"138"	96300256	"I live alone."	"$1100-$1300"	"$100-$150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"139"	96300258	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"$200-$300"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Master's degree"	"White"	"Cisgender woman"
"140"	96300259	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"141"	96300264	"I live with roommates."	"$500-$700"	"Less than $50"	"$500-$600"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"A few times a week"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender man"
"142"	96300267	"I live alone."	"$1100-$1300"	"$100-$150"	"Less than $200"	"Less than $100"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"143"	96300272	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"144"	96300273	"I live with my spouse/partner."	"More than $1300"	"$50-$100"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"145"	96300275	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"International"	""	""	"Master's degree"	"White"	NA
"146"	96300277	"I live alone."	"$900-$1100"	"More than $150"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	NA
"147"	96300280	"I live with roommates."	"$700-$900"	"$100-$150"	"Less than $200"	"$100-$200"	"$100-$200"	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"148"	96300284	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$400-$500"	"More than $400"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"149"	96300285	"I live alone."	"$500-$700"	"$100-$150"	"$500-$600"	"$100-$200"	"More than $500"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"150"	96300287	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$700-$800"	"$200-$300"	"$300-$400"	""	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"151"	96300299	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"152"	96300315	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$700-$800"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"153"	96300325	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$500-$600"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"154"	96300327	"I live alone."	"$1100-$1300"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"A few times a month"	"International"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"155"	96300334	"I live alone."	"$1100-$1300"	"More than $150"	"$200-$300"	"$300-$400"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Once in a while"	"Domestic"	""	"Other"	"Secondary school education (high school degree)"	"Black"	NA
"156"	96300343	"Other"	"I don't spend any money on rent."	"More than $150"	"$500-$600"	"$300-$400"	"$200-$300"	"$150-$200"	"No"	"No"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"157"	96300344	"I live alone."	"$900-$1100"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"158"	96300347	"I live with roommates."	"$700-$900"	"I don't spend any money on utilities."	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"International"	""	""	"Bachelor's degree"	"Hispanic or Latino"	"Cisgender man"
"159"	96300353	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"160"	96300356	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Master's degree"	"White"	"Cisgender woman"
"161"	96300357	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"162"	96300360	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$900-$1000"	"$300-$400"	"$200-$300"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"163"	96300361	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$300-$400"	"$100-$200"	"$150-$200"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"164"	96300364	"I live alone."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"165"	96300374	"I live alone."	"$1100-$1300"	"I don't spend any money on utilities."	"$200-$300"	"$200-$300"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"166"	96300388	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$600-$700"	"$300-$400"	"$100-$200"	"$150-$200"	"Yes"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"167"	96300390	"I live alone."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$200-$300"	"Less than $100"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Transgender woman"
"168"	96300392	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"169"	96300396	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"170"	96300398	"I live with roommates."	"$700-$900"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"171"	96300411	"I live with roommates."	"$500-$700"	"$50-$100"	"$500-$600"	"More than $400"	"Less than $100"	"$150-$200"	"No"	"No"	"Yes"	"Yes"	"A few times a week"	"A few times a week"	"International"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"172"	96300413	"I live with roommates."	"$700-$900"	"$50-$100"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Master's degree"	"White"	"Cisgender man"
"173"	96300430	"I live alone."	"$900-$1100"	"$50-$100"	"Less than $200"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"174"	96300432	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	NA
"175"	96300438	"I live alone."	"More than $1300"	"$100-$150"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"176"	96300446	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"177"	96300448	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Yes"	"Once in a while"	"Never"	"International"	""	""	"Master's degree"	"White"	"Cisgender woman"
"178"	96300452	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$500-$600"	"$300-$400"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"179"	96300458	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"180"	96300467	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
