"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"
"Anthropology"	"Arts and Sciences"	"University of South Florida"	"Anthropology"	"17830"	NA	"2022-2023"	"1st"	NA	"$17,830"	NA	NA	NA	"University of South Florida"	"Tampa, FL"	"Tampa-St. Petersburg-Clearwater, FL"	104	35713.6	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"University of Texas - Austin"	"Anthropology"	"14780"	"0.65"	"2016-2017"	"1st"	NA	NA	"$14,780"	NA	NA	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	48	36316.8	12875.2	0.0361552028218695	0
"Anthropology"	"Arts and Sciences"	"University of Texas - Austin"	"Anthropology"	"14800"	"0.65"	"2018-2019"	"1st"	NA	NA	"$15,000"	NA	"$200"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	48	36316.8	12875.2	0.0361552028218695	0
"Anthropology"	"Arts and Sciences"	"University of Texas - Austin"	"Anthropology"	"20000"	"0.88"	"2020-2021"	"1st"	NA	NA	"$20,000"	NA	NA	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	48	36316.8	12875.2	0.0361552028218695	0
"Anthropology"	"Arts and Sciences"	"University of Texas - San Antonio"	"Anthropology"	"10500"	"0.51"	"2018-2019"	"2nd"	NA	NA	"$19,600"	NA	"$9,100"	"University of Texas--San Antonio"	"San Antonio, TX"	"San Antonio-New Braunfels, TX"	NA	32094.4	12875.2	0.0575004072987944	0
"Anthropology"	"Arts and Sciences"	"University of Tulsa"	"Anthropology"	"13500"	"0.68"	"2017-2018"	"1st"	NA	NA	"$13,500"	NA	NA	"University of Tulsa"	"Tulsa, OK"	"Tulsa, OK"	121	31740.8	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Anthropology"	"20100"	"0.88"	"2020-2021"	"4th"	NA	NA	"$21,000"	NA	"$900"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	46	36441.6	12875.2	0.0306186868686869	0
"Anthropology"	"Arts and Sciences"	"University of Wisconsin - Milwaukee"	"Anthropology"	"15000"	"0.70"	"2017-2018"	"2nd"	"This is the stipend for doctoral students at a 50% Teaching Assistant appointment (20hr/wk of <span class=\"\"truncated\"\"> work); non-doctoral is $12,850 and dissertator is $16,595. Two of these are increasing next year: non-doctoral to $13,750 and dissertator to $16,600. This includes tuition remission (not including any extra fees for certain classes). Non-doctoral students in this department are usually appointed at 33%/9mth $8,481 (increasing to $9,075 for 2018-19). Note that these dollar amounts are split over two semesters; no funding is provided for summer.</span>"	NA	"$15,000"	NA	NA	"University of Wisconsin--Milwaukee"	"Milwaukee, WI"	"Milwaukee-Waukesha-West Allis, WI"	NA	33779.2	12875.2	0.0288515406162466	0
"Anthropology"	"Arts and Sciences"	"University of Wisconsin - Milwaukee"	"Anthropology"	"13400"	"0.62"	"2021-2022"	"2nd"	NA	NA	"$15,000"	NA	"$1,600"	"University of Wisconsin--Milwaukee"	"Milwaukee, WI"	"Milwaukee-Waukesha-West Allis, WI"	NA	33779.2	12875.2	0.0288515406162466	0
"Anthropology"	"Arts and Sciences"	"Vanderbilt University"	"Anthropology"	"28000"	"1.22"	"2016-2017"	"1st"	NA	"$28,000"	NA	NA	NA	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	15	35318.4	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Vanderbilt University"	"Anthropology"	"22500"	"1.14"	"2014-2015"	"2nd"	NA	"$23,000"	NA	NA	"$500"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	15	35318.4	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Washington University in St. Louis"	"Anthropology"	"21600"	"1.04"	"2016-2017"	"1st"	"Paid over 10 months plus 90% Health insurance waiver"	NA	"$21,600"	NA	NA	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	19	33945.6	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Washington University in St. Louis"	"Anthropology"	"22900"	"1.11"	"2017-2018"	"1st"	NA	NA	"$22,900"	NA	NA	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	19	33945.6	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Yale University"	"Anthropology"	"29650"	"1.20"	"2016-2017"	"1st"	"Stipend is for five years and paid over 12 months. Students can seek additional funding for summer <span class=\"\"truncated\"\"> on top of this amount, but it&#39;s not guaranteed.</span>"	"$29,650"	NA	NA	NA	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	3	38417.6	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Yale University"	"Anthropology"	"30250"	"1.22"	"2016-2017"	"1st"	NA	"$30,250"	NA	NA	NA	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	3	38417.6	12875.2	0	0
"Anthropology"	"Arts and Sciences"	"Yale University"	"Anthropology"	"31800"	"1.29"	"2019-2020"	"3rd"	"Does not include summer funding"	"$31,800"	NA	NA	NA	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	3	38417.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"Columbia University"	"Art History"	"34080"	"1.15"	"2019-2020"	"1st"	NA	NA	"$30,200"	"$3,880"	NA	"Columbia University"	"New York, NY"	"New York-Newark-Jersey City, NY"	3	47236.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"Cornell University"	"Art History"	"26600"	"1.24"	"2014-2015"	"4th"	NA	"$27,000"	NA	NA	"$400"	"Cornell University"	"Ithaca, NY"	"Ithaca, NY"	17	39020.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"Emory University"	"Art History"	"11700"	"0.56"	"2014-2015"	"5th"	NA	NA	"$9,900"	"$2,200"	"$400"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"Emory University"	"Art History"	"22177"	"1.06"	"2014-2015"	"3rd"	NA	"$22,500"	NA	NA	"$323"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"Emory University"	"Art History"	"23102"	"0.99"	"2016-2017"	"3rd"	NA	"$24,000"	NA	NA	"$898"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"Emory University"	"Art History"	"25437"	"1.09"	"2018-2019"	NA	"My department offers five years of funding at a base salary of $24,000. I have a small additional <span class=\"\"truncated\"\"> yearly scholarship of $2,500. I bet maybe one-third to one-half of the graduate students in my department have a small additional scholarship like this, usually between $2,500 and $5,000."	NA	NA	NA	NA	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"Harvard University"	"Art History"	"33120"	"1.16"	"2016-2017"	NA	"no teaching until 3rd year"	"$33,120"	NA	NA	NA	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	2	46924.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"Johns Hopkins University"	"Art History"	"30000"	"1.17"	"2019-2020"	NA	"Health, dental, and vision; additional summer funding on top of stipend"	"$30,000"	NA	NA	NA	"Johns Hopkins University"	"Baltimore, MD"	"Baltimore-Columbia-Towson, MD"	10	36483.2	12875.2	0	0
"Art History"	"Arts and Sciences"	"Northwestern University"	"Art History"	"32844"	"1.35"	"2019-2020"	"1st"	NA	"$32,844"	NA	NA	NA	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Art History"	"Arts and Sciences"	"Rice University"	"Art History"	"24000"	"1.10"	"2015-2016"	"5th"	NA	"$24,000"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Art History"	"Arts and Sciences"	"Temple University"	"Art History"	"15000"	"0.71"	"2011-2012"	"1st"	NA	NA	"$15,000"	NA	NA	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of California - Los Angeles"	"Art History"	"26000"	"1.00"	"2016-2017"	NA	NA	"$26,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Art History"	"Arts and Sciences"	"University of California - Los Angeles"	"Art History"	"28000"	"1.08"	"2021-2022"	"1st"	NA	"$28,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Art History"	"Arts and Sciences"	"University of Chicago"	"Art History"	"38000"	"1.57"	"2017-2018"	"1st"	NA	NA	"$33,000"	"$5,000"	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Art History"	"15780"	"0.72"	"2017-2018"	"2nd"	"TA Appointment"	NA	"$16,380"	NA	"$600"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Art History"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Art History"	"14400"	"0.65"	"2017-2018"	"1st"	"Fellowship"	NA	"$15,000"	NA	"$600"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Art History"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Art History"	"16500"	"0.72"	"2016-2017"	"3rd"	NA	NA	"$19,000"	NA	"$2,500"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Art History"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Art History"	"17000"	"0.74"	"2016-2017"	"1st"	NA	NA	"$19,500"	NA	"$2,500"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Art History"	"Arts and Sciences"	"University of Pennsylvania"	"Art History"	"33070"	"1.37"	"2017-2018"	"1st"	NA	NA	"$28,400"	"$4,670"	NA	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	6	36108.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Pennsylvania"	"Art History"	"29680"	"1.23"	"2019-2020"	"1st"	"5-year funding with 3 summers of summer stipend at $4880"	"$29,680"	NA	NA	NA	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	6	36108.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Pennsylvania"	"Art History"	"29680"	"1.23"	"2019-2020"	"1st"	"5-year funding with 3 summers of summer stipend at $4880"	"$29,680"	NA	NA	NA	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	6	36108.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Pennsylvania"	"Art History"	"29680"	"1.23"	"2019-2020"	"1st"	"5-year funding with 3 summers of summer stipend at $4880"	"$29,680"	NA	NA	NA	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	6	36108.8	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Pittsburgh"	"Art History"	"22930"	"1.11"	"2016-2017"	"1st"	NA	"$23,000"	NA	NA	"$70"	"University of Pittsburgh"	"Pittsburgh, PA"	"Pittsburgh, PA"	57	33321.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Southern California"	"Art History"	"30000"	"1.16"	"2019-2020"	"1st"	NA	"$30,000"	NA	NA	NA	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	22	44969.6	12875.2	0	0
"Art History"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Art History"	"23000"	"1.01"	"2022-2023"	"1st"	NA	NA	"$23,000"	NA	NA	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	46	36441.6	12875.2	0.0306186868686869	0
"Art History"	"Arts and Sciences"	"Virginia Commonwealth University"	"Art History"	"10000"	"0.40"	"2020-2021"	NA	NA	NA	"$10,000"	NA	NA	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	162	38438.4	12875.2	0	0
"Art History"	"Arts and Sciences"	"Yale University"	"Art History"	"30000"	"1.21"	"2016-2017"	NA	NA	NA	"$30,000"	NA	NA	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	3	38417.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Auburn University"	"Biological Sciences"	"20000"	NA	"2017-2018"	"2nd"	"about $1000 per year for health insurance, fees"	"$21,000"	NA	NA	"$1,000"	"Auburn University"	"Auburn, AL"	"Auburn-Opelika, AL"	104	31844.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Carnegie Mellon University"	"Biological Sciences"	"30000"	"1.45"	"2019-2020"	"2nd"	"They supplement but do not fully cover health insurance"	"$30,000"	NA	NA	NA	"Carnegie Mellon University"	"Pittsburgh, PA"	"Pittsburgh, PA"	25	33321.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Columbia University"	"Biological Sciences"	"35048"	"1.18"	"2015-2016"	"1st"	NA	"$35,048"	NA	NA	NA	"Columbia University"	"New York, NY"	"New York-Newark-Jersey City, NY"	3	47236.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Columbia University"	"Biological Sciences"	"39750"	"1.34"	"2019-2020"	"1st"	NA	"$40,000"	NA	NA	"$250"	"Columbia University"	"New York, NY"	"New York-Newark-Jersey City, NY"	3	47236.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Columbia University"	"Biological Sciences"	"41520"	"1.40"	"2021-2022"	"1st"	"With the expectation of ‘productive research’ during the summer. TA for two semesters."	"$41,520"	NA	NA	NA	"Columbia University"	"New York, NY"	"New York-Newark-Jersey City, NY"	3	47236.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Duquesne University"	"Biological Sciences"	"26500"	"1.28"	"2019-2020"	"3rd"	NA	"$26,500"	NA	NA	NA	"Duquesne University"	"Pittsburgh, PA"	"Pittsburgh, PA"	132	33321.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Duquesne University"	"Biological Sciences"	"26500"	"1.28"	"2020-2021"	"6th and up"	NA	"$26,500"	NA	NA	NA	"Duquesne University"	"Pittsburgh, PA"	"Pittsburgh, PA"	132	33321.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Florida State University"	"Biological Sciences"	"20520"	"0.88"	"2019-2020"	"4th"	"Health Insurance: 2563"	"$24,331"	NA	NA	"$3,811"	"Florida State University"	"Tallahassee, FL"	"Tallahassee, FL"	57	32656	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"George Washington University"	"Biological Sciences"	"32900"	"1.07"	"2019-2020"	"2nd"	NA	NA	"$26,000"	"$7,000"	"$100"	"George Washington University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	70	45905.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Idaho State University"	"Biological Sciences"	"15863"	"0.84"	"2020-2021"	"4th"	NA	NA	"$15,863"	NA	NA	"Idaho State University"	"Pocatello, ID"	"Pocatello, ID"	NA	30513.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Lehigh University"	"Biological Sciences"	"29000"	"1.30"	"2020-2021"	"1st"	"$29,000 before taxes and $200/yr wellness fee + $1,200 fee for insurance"	"$29,000"	NA	NA	NA	"Lehigh University"	"Bethlehem, PA"	"Allentown-Bethlehem-Easton, PA"	50	34756.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Louisiana State University - Baton Rouge"	"Biological Sciences"	"18500"	"0.85"	"2017-2018"	"4th"	"No health insurance"	"$22,000"	NA	NA	"$3,500"	"Louisiana State University--Baton Rouge"	"Baton Rouge, LA"	"Baton Rouge, LA"	153	34028.8	12875.2	0.0559154295996402	0
"Biological Sciences"	"Arts and Sciences"	"Louisiana State University - Baton Rouge"	"Biological Sciences"	"30000"	"1.38"	"2017-2018"	"1st"	"Board of Regents Fellowship"	"$30,000"	NA	NA	NA	"Louisiana State University--Baton Rouge"	"Baton Rouge, LA"	"Baton Rouge, LA"	153	34028.8	12875.2	0.0559154295996402	0
"Biological Sciences"	"Arts and Sciences"	"Louisiana State University - Baton Rouge"	"Biological Sciences"	"20416"	"0.94"	"2022-2023"	"3rd"	NA	"$21,400"	NA	NA	"$984"	"Louisiana State University--Baton Rouge"	"Baton Rouge, LA"	"Baton Rouge, LA"	153	34028.8	12875.2	0.0559154295996402	0
"Biological Sciences"	"Arts and Sciences"	"Marquette University"	"Biological Sciences"	"28506"	"1.33"	"2017-2018"	"2nd"	NA	"$28,606"	NA	NA	"$100"	"Marquette University"	"Milwaukee, WI"	"Milwaukee-Waukesha-West Allis, WI"	84	33779.2	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Biological Sciences"	"24113"	"1.14"	"2021-2022"	"1st"	NA	"$24,500"	NA	NA	"$387"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Biological Sciences"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Biological Sciences"	"24200"	"1.14"	"2020-2021"	"2nd"	NA	"$24,500"	NA	NA	"$300"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Biological Sciences"	"Arts and Sciences"	"Southern Methodist University"	"Biological Sciences"	"29360"	"1.36"	"2021-2022"	"3rd"	"Fellowship + $3500 primary health insurance per year"	"$33,500"	NA	NA	"$4,140"	"Southern Methodist University"	"Dallas, TX"	"Dallas-Fort Worth-Arlington, TX"	64	35422.4	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"Thomas Jefferson University"	"Biological Sciences"	"30172"	"1.25"	"2019-2020"	"1st"	NA	"$30,172"	NA	NA	NA	"Thomas Jefferson University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	153	36108.8	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Alabama"	"Biological Sciences"	"23076"	"1.10"	"2018-2019"	"4th"	NA	"$24,276"	NA	NA	"$1,200"	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Alabama"	"Biological Sciences"	"25000"	"1.19"	"2022-2023"	"2nd"	NA	"$25,000"	NA	NA	NA	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Chicago"	"Biological Sciences"	"35700"	"1.47"	"2022-2023"	"1st"	NA	"$35,700"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Chicago"	"Biological Sciences"	"35700"	"1.47"	"2020-2021"	"1st"	NA	"$35,700"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Cincinnati"	"Biological Sciences"	"20800"	"1.08"	"2016-2017"	"4th"	NA	NA	"$22,000"	NA	"$1,200"	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Cincinnati"	"Biological Sciences"	"22000"	"1.14"	"2015-2016"	"1st"	NA	"$22,000"	NA	NA	NA	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Biological Sciences"	"Arts and Sciences"	"University of Colorado - Denver"	"Biological Sciences"	"34000"	"1.52"	"2021-2022"	"1st"	NA	"$34,000"	NA	NA	NA	"University of Colorado--Denver"	"Denver, CO"	"Denver-Aurora-Lakewood, CO"	254	40809.6	12875.2	0.0326164874551971	0
"Biological Sciences"	"Arts and Sciences"	"University of Illinois - Chicago"	"Biological Sciences"	"23000"	"0.95"	"2019-2020"	"4th"	NA	"$25,000"	NA	NA	"$2,000"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Biological Sciences"	"Arts and Sciences"	"University of Illinois - Chicago"	"Biological Sciences"	"25203"	"1.04"	"2019-2020"	"3rd"	"This is for a 50% TA ship during the fall and spring semester, and a 67% TA position during the <span class=\"\"truncated\"\"> second summer term. Fees do not include the campus care insurance fee, which would be another $1,350 a year. In my program support is guaranteed for 5-years through TA positions during the year. Summer support is not guaranteed, but so far I have had summer support every year.  </span>"	NA	"$20,426"	"$6,083"	"$1,306"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Biological Sciences"	"Arts and Sciences"	"University of Illinois - Chicago"	"Biological Sciences"	"24553"	"1.01"	"2020-2021"	"5th"	"I entered the amount per year. Fees are twice a semester."	NA	"$20,615"	"$6,138"	"$2,200"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Biological Sciences"	"Arts and Sciences"	"University of Illinois - Chicago"	"Biological Sciences"	"21843"	"0.90"	"2020-2021"	"6th and up"	NA	"$23,937"	NA	NA	"$2,094"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Biological Sciences"	"Arts and Sciences"	"University of Manitoba"	"Biological Sciences"	"13000"	NA	"2014-2015"	"1st"	"Required fees are approximate."	"$17,000"	NA	NA	"$4,000"	"University of Montana"	"Missoula, MT"	"Missoula, MT"	254	33883.2	12875.2	0.062842712842713	0
